Notes,state,state_code,year,year_code,heroin_deaths,population,heroin_death_rate
,Alabama,1,1999,1999,Suppressed,4430143,Suppressed
,Alabama,1,2000,2000,0,4447100,Unreliable
,Alabama,1,2001,2001,Suppressed,4467634,Suppressed
,Alabama,1,2002,2002,Suppressed,4480089,Suppressed
,Alabama,1,2003,2003,Suppressed,4503491,Suppressed
,Alabama,1,2004,2004,0,4530729,Unreliable
,Alabama,1,2005,2005,Suppressed,4569805,Suppressed
,Alabama,1,2006,2006,Suppressed,4628981,Suppressed
,Alabama,1,2007,2007,Suppressed,4672840,Suppressed
,Alabama,1,2008,2008,Suppressed,4718206,Suppressed
,Alabama,1,2009,2009,12,4757938,Unreliable
,Alabama,1,2010,2010,Suppressed,4779736,Suppressed
,Alabama,1,2011,2011,13,4802740,Unreliable
,Alabama,1,2012,2012,34,4822023,0.7
,Alabama,1,2013,2013,40,4833722,0.8
,Alabama,1,2014,2014,122,4849377,2.5
,Alabama,1,2015,2015,108,4858979,2.2
,Alabama,1,2016,2016,126,4863300,2.6
,Alabama,1,2017,2017,123,4874747,2.5
,Alabama,1,2018,2018,136,4887871,2.8
,Alabama,1,2019,2019,138,4903185,2.8
,Alabama,1,2020,2020,138,4921532,2.8
,Alaska,2,1999,1999,Suppressed,624781,Suppressed
,Alaska,2,2000,2000,Suppressed,626932,Suppressed
,Alaska,2,2001,2001,Suppressed,633714,Suppressed
,Alaska,2,2002,2002,Suppressed,642337,Suppressed
,Alaska,2,2003,2003,0,648414,Unreliable
,Alaska,2,2004,2004,0,659286,Unreliable
,Alaska,2,2005,2005,Suppressed,666946,Suppressed
,Alaska,2,2006,2006,0,675302,Unreliable
,Alaska,2,2007,2007,Suppressed,680300,Suppressed
,Alaska,2,2008,2008,Suppressed,687455,Suppressed
,Alaska,2,2009,2009,Suppressed,698895,Suppressed
,Alaska,2,2010,2010,Suppressed,710231,Suppressed
,Alaska,2,2011,2011,12,722718,Unreliable
,Alaska,2,2012,2012,23,731449,3.1
,Alaska,2,2013,2013,24,735132,3.3
,Alaska,2,2014,2014,25,736732,3.4
,Alaska,2,2015,2015,36,738432,4.9
,Alaska,2,2016,2016,46,741894,6.2
,Alaska,2,2017,2017,36,739795,4.9
,Alaska,2,2018,2018,28,737438,3.8
,Alaska,2,2019,2019,42,731545,5.7
,Alaska,2,2020,2020,34,731158,4.7
,Arizona,4,1999,1999,23,5023824,0.5
,Arizona,4,2000,2000,14,5130632,Unreliable
,Arizona,4,2001,2001,20,5273477,0.4
,Arizona,4,2002,2002,23,5396255,0.4
,Arizona,4,2003,2003,64,5510364,1.2
,Arizona,4,2004,2004,37,5652404,0.7
,Arizona,4,2005,2005,32,5839077,0.5
,Arizona,4,2006,2006,50,6029141,0.8
,Arizona,4,2007,2007,50,6167681,0.8
,Arizona,4,2008,2008,63,6280362,1
,Arizona,4,2009,2009,80,6343154,1.3
,Arizona,4,2010,2010,87,6392017,1.4
,Arizona,4,2011,2011,116,6482505,1.8
,Arizona,4,2012,2012,97,6553255,1.5
,Arizona,4,2013,2013,142,6626624,2.1
,Arizona,4,2014,2014,192,6731484,2.9
,Arizona,4,2015,2015,236,6828065,3.5
,Arizona,4,2016,2016,295,6931071,4.3
,Arizona,4,2017,2017,328,7016270,4.7
,Arizona,4,2018,2018,349,7171646,4.9
,Arizona,4,2019,2019,264,7278717,3.6
,Arizona,4,2020,2020,207,7421401,2.8
,Arkansas,5,1999,1999,Suppressed,2651860,Suppressed
,Arkansas,5,2000,2000,Suppressed,2673400,Suppressed
,Arkansas,5,2001,2001,0,2691571,Unreliable
,Arkansas,5,2002,2002,Suppressed,2705927,Suppressed
,Arkansas,5,2003,2003,0,2724816,Unreliable
,Arkansas,5,2004,2004,Suppressed,2749686,Suppressed
,Arkansas,5,2005,2005,Suppressed,2781097,Suppressed
,Arkansas,5,2006,2006,0,2821761,Unreliable
,Arkansas,5,2007,2007,Suppressed,2848650,Suppressed
,Arkansas,5,2008,2008,Suppressed,2874554,Suppressed
,Arkansas,5,2009,2009,Suppressed,2896843,Suppressed
,Arkansas,5,2010,2010,Suppressed,2915918,Suppressed
,Arkansas,5,2011,2011,Suppressed,2937979,Suppressed
,Arkansas,5,2012,2012,Suppressed,2949131,Suppressed
,Arkansas,5,2013,2013,Suppressed,2959373,Suppressed
,Arkansas,5,2014,2014,Suppressed,2966369,Suppressed
,Arkansas,5,2015,2015,Suppressed,2978204,Suppressed
,Arkansas,5,2016,2016,12,2988248,Unreliable
,Arkansas,5,2017,2017,15,3004279,Unreliable
,Arkansas,5,2018,2018,19,3013825,Unreliable
,Arkansas,5,2019,2019,31,3017804,1
,Arkansas,5,2020,2020,21,3030522,0.7
,California,6,1999,1999,457,33499204,1.4
,California,6,2000,2000,323,33871648,1
,California,6,2001,2001,215,34479458,0.6
,California,6,2002,2002,352,34871843,1
,California,6,2003,2003,340,35253159,1
,California,6,2004,2004,279,35574576,0.8
,California,6,2005,2005,240,35827943,0.7
,California,6,2006,2006,263,36021202,0.7
,California,6,2007,2007,282,36250311,0.8
,California,6,2008,2008,318,36604337,0.9
,California,6,2009,2009,344,36961229,0.9
,California,6,2010,2010,317,37253956,0.9
,California,6,2011,2011,359,37691912,1
,California,6,2012,2012,352,38041430,0.9
,California,6,2013,2013,472,38332521,1.2
,California,6,2014,2014,546,38802500,1.4
,California,6,2015,2015,574,39144818,1.5
,California,6,2016,2016,570,39250017,1.5
,California,6,2017,2017,695,39536653,1.8
,California,6,2018,2018,760,39557045,1.9
,California,6,2019,2019,948,39512223,2.4
,California,6,2020,2020,989,39368078,2.5
,Colorado,8,1999,1999,31,4226018,0.7
,Colorado,8,2000,2000,26,4301261,0.6
,Colorado,8,2001,2001,17,4425687,Unreliable
,Colorado,8,2002,2002,27,4490406,0.6
,Colorado,8,2003,2003,17,4528732,Unreliable
,Colorado,8,2004,2004,16,4575013,Unreliable
,Colorado,8,2005,2005,37,4631888,0.8
,Colorado,8,2006,2006,36,4720423,0.8
,Colorado,8,2007,2007,37,4803868,0.8
,Colorado,8,2008,2008,45,4889730,0.9
,Colorado,8,2009,2009,69,4972195,1.4
,Colorado,8,2010,2010,45,5029196,0.9
,Colorado,8,2011,2011,76,5116796,1.5
,Colorado,8,2012,2012,87,5187582,1.7
,Colorado,8,2013,2013,119,5268367,2.3
,Colorado,8,2014,2014,150,5355866,2.8
,Colorado,8,2015,2015,154,5456574,2.8
,Colorado,8,2016,2016,226,5540545,4.1
,Colorado,8,2017,2017,217,5607154,3.9
,Colorado,8,2018,2018,229,5695564,4
,Colorado,8,2019,2019,207,5758736,3.6
,Colorado,8,2020,2020,210,5807719,3.6
,Connecticut,9,1999,1999,91,3386401,2.7
,Connecticut,9,2000,2000,105,3405565,3.1
,Connecticut,9,2001,2001,93,3432835,2.7
,Connecticut,9,2002,2002,86,3458749,2.5
,Connecticut,9,2003,2003,107,3484336,3.1
,Connecticut,9,2004,2004,90,3496094,2.6
,Connecticut,9,2005,2005,73,3506956,2.1
,Connecticut,9,2006,2006,85,3517460,2.4
,Connecticut,9,2007,2007,116,3527270,3.3
,Connecticut,9,2008,2008,108,3545579,3
,Connecticut,9,2009,2009,99,3561807,2.8
,Connecticut,9,2010,2010,74,3574097,2.1
,Connecticut,9,2011,2011,85,3580709,2.4
,Connecticut,9,2012,2012,96,3590347,2.7
,Connecticut,9,2013,2013,223,3596080,6.2
,Connecticut,9,2014,2014,298,3596677,8.3
,Connecticut,9,2015,2015,386,3590886,10.7
,Connecticut,9,2016,2016,446,3576452,12.5
,Connecticut,9,2017,2017,424,3588184,11.8
,Connecticut,9,2018,2018,336,3572665,9.4
,Connecticut,9,2019,2019,337,3565287,9.5
,Connecticut,9,2020,2020,203,3557006,5.7
,Delaware,10,1999,1999,13,774990,Unreliable
,Delaware,10,2000,2000,Suppressed,783600,Suppressed
,Delaware,10,2001,2001,Suppressed,795699,Suppressed
,Delaware,10,2002,2002,13,806169,Unreliable
,Delaware,10,2003,2003,Suppressed,818003,Suppressed
,Delaware,10,2004,2004,Suppressed,830803,Suppressed
,Delaware,10,2005,2005,Suppressed,845150,Suppressed
,Delaware,10,2006,2006,Suppressed,859268,Suppressed
,Delaware,10,2007,2007,Suppressed,871749,Suppressed
,Delaware,10,2008,2008,Suppressed,883874,Suppressed
,Delaware,10,2009,2009,Suppressed,891730,Suppressed
,Delaware,10,2010,2010,16,897934,Unreliable
,Delaware,10,2011,2011,15,907135,Unreliable
,Delaware,10,2012,2012,20,917092,2.2
,Delaware,10,2013,2013,37,925749,4
,Delaware,10,2014,2014,50,935614,5.3
,Delaware,10,2015,2015,58,945934,6.1
,Delaware,10,2016,2016,55,952065,5.8
,Delaware,10,2017,2017,121,961939,12.6
,Delaware,10,2018,2018,140,967171,14.5
,Delaware,10,2019,2019,106,973764,10.9
,Delaware,10,2020,2020,91,986809,9.2
,District of Columbia,11,1999,1999,19,570220,Unreliable
,District of Columbia,11,2000,2000,Suppressed,572059,Suppressed
,District of Columbia,11,2001,2001,0,574504,Unreliable
,District of Columbia,11,2002,2002,Suppressed,573158,Suppressed
,District of Columbia,11,2003,2003,Suppressed,568502,Suppressed
,District of Columbia,11,2004,2004,Suppressed,567754,Suppressed
,District of Columbia,11,2005,2005,0,567136,Unreliable
,District of Columbia,11,2006,2006,Suppressed,570681,Suppressed
,District of Columbia,11,2007,2007,Suppressed,574404,Suppressed
,District of Columbia,11,2008,2008,Suppressed,580236,Suppressed
,District of Columbia,11,2009,2009,Suppressed,592228,Suppressed
,District of Columbia,11,2010,2010,13,601723,Unreliable
,District of Columbia,11,2011,2011,22,617996,3.6
,District of Columbia,11,2012,2012,23,632323,3.6
,District of Columbia,11,2013,2013,33,646449,5.1
,District of Columbia,11,2014,2014,34,658893,5.2
,District of Columbia,11,2015,2015,66,672228,9.8
,District of Columbia,11,2016,2016,117,681170,17.2
,District of Columbia,11,2017,2017,124,693972,17.9
,District of Columbia,11,2018,2018,76,702455,10.8
,District of Columbia,11,2019,2019,82,705749,11.6
,District of Columbia,11,2020,2020,84,712816,11.8
,Florida,12,1999,1999,109,15759421,0.7
,Florida,12,2000,2000,163,15982378,1
,Florida,12,2001,2001,193,16356966,1.2
,Florida,12,2002,2002,198,16689370,1.2
,Florida,12,2003,2003,203,17004085,1.2
,Florida,12,2004,2004,134,17415318,0.8
,Florida,12,2005,2005,105,17842038,0.6
,Florida,12,2006,2006,86,18166990,0.5
,Florida,12,2007,2007,77,18367842,0.4
,Florida,12,2008,2008,105,18527305,0.6
,Florida,12,2009,2009,91,18652644,0.5
,Florida,12,2010,2010,51,18801310,0.3
,Florida,12,2011,2011,61,19057542,0.3
,Florida,12,2012,2012,99,19317568,0.5
,Florida,12,2013,2013,177,19552860,0.9
,Florida,12,2014,2014,341,19893297,1.7
,Florida,12,2015,2015,560,20271272,2.8
,Florida,12,2016,2016,665,20612439,3.2
,Florida,12,2017,2017,690,20984400,3.3
,Florida,12,2018,2018,679,21299325,3.2
,Florida,12,2019,2019,687,21477737,3.2
,Florida,12,2020,2020,634,21733312,2.9
,Georgia,13,1999,1999,Suppressed,8045966,Suppressed
,Georgia,13,2000,2000,Suppressed,8186453,Suppressed
,Georgia,13,2001,2001,Suppressed,8377038,Suppressed
,Georgia,13,2002,2002,Suppressed,8508256,Suppressed
,Georgia,13,2003,2003,Suppressed,8622793,Suppressed
,Georgia,13,2004,2004,Suppressed,8769252,Suppressed
,Georgia,13,2005,2005,Suppressed,8925922,Suppressed
,Georgia,13,2006,2006,Suppressed,9155813,Suppressed
,Georgia,13,2007,2007,11,9349988,Unreliable
,Georgia,13,2008,2008,23,9504843,0.2
,Georgia,13,2009,2009,21,9620846,0.2
,Georgia,13,2010,2010,Suppressed,9687653,Suppressed
,Georgia,13,2011,2011,30,9815210,0.3
,Georgia,13,2012,2012,39,9919945,0.4
,Georgia,13,2013,2013,65,9992167,0.7
,Georgia,13,2014,2014,152,10097343,1.5
,Georgia,13,2015,2015,219,10214860,2.1
,Georgia,13,2016,2016,223,10310371,2.2
,Georgia,13,2017,2017,261,10429379,2.5
,Georgia,13,2018,2018,295,10519475,2.8
,Georgia,13,2019,2019,292,10617423,2.8
,Georgia,13,2020,2020,391,10710017,3.7
,Hawaii,15,1999,1999,Suppressed,1210300,Suppressed
,Hawaii,15,2000,2000,Suppressed,1211537,Suppressed
,Hawaii,15,2001,2001,Suppressed,1225948,Suppressed
,Hawaii,15,2002,2002,Suppressed,1239613,Suppressed
,Hawaii,15,2003,2003,Suppressed,1251154,Suppressed
,Hawaii,15,2004,2004,Suppressed,1273569,Suppressed
,Hawaii,15,2005,2005,Suppressed,1292729,Suppressed
,Hawaii,15,2006,2006,Suppressed,1309731,Suppressed
,Hawaii,15,2007,2007,Suppressed,1315675,Suppressed
,Hawaii,15,2008,2008,Suppressed,1332213,Suppressed
,Hawaii,15,2009,2009,Suppressed,1346717,Suppressed
,Hawaii,15,2010,2010,Suppressed,1360301,Suppressed
,Hawaii,15,2011,2011,Suppressed,1374810,Suppressed
,Hawaii,15,2012,2012,Suppressed,1392313,Suppressed
,Hawaii,15,2013,2013,10,1404054,Unreliable
,Hawaii,15,2014,2014,11,1419561,Unreliable
,Hawaii,15,2015,2015,15,1431603,Unreliable
,Hawaii,15,2016,2016,20,1428557,1.4
,Hawaii,15,2017,2017,10,1427538,Unreliable
,Hawaii,15,2018,2018,16,1420491,Unreliable
,Hawaii,15,2019,2019,18,1415872,Unreliable
,Hawaii,15,2020,2020,21,1407006,1.5
,Idaho,16,1999,1999,Suppressed,1275675,Suppressed
,Idaho,16,2000,2000,Suppressed,1293953,Suppressed
,Idaho,16,2001,2001,Suppressed,1319962,Suppressed
,Idaho,16,2002,2002,Suppressed,1340372,Suppressed
,Idaho,16,2003,2003,Suppressed,1363380,Suppressed
,Idaho,16,2004,2004,Suppressed,1391802,Suppressed
,Idaho,16,2005,2005,Suppressed,1428241,Suppressed
,Idaho,16,2006,2006,Suppressed,1468669,Suppressed
,Idaho,16,2007,2007,Suppressed,1505105,Suppressed
,Idaho,16,2008,2008,Suppressed,1534320,Suppressed
,Idaho,16,2009,2009,Suppressed,1554439,Suppressed
,Idaho,16,2010,2010,0,1567582,Unreliable
,Idaho,16,2011,2011,0,1584985,Unreliable
,Idaho,16,2012,2012,Suppressed,1595728,Suppressed
,Idaho,16,2013,2013,Suppressed,1612136,Suppressed
,Idaho,16,2014,2014,11,1634464,Unreliable
,Idaho,16,2015,2015,16,1654930,Unreliable
,Idaho,16,2016,2016,22,1683140,1.3
,Idaho,16,2017,2017,22,1716943,1.3
,Idaho,16,2018,2018,27,1754208,1.5
,Idaho,16,2019,2019,37,1787065,2.1
,Idaho,16,2020,2020,38,1826913,2.1
,Illinois,17,1999,1999,28,12359023,0.2
,Illinois,17,2000,2000,34,12419293,0.3
,Illinois,17,2001,2001,35,12488445,0.3
,Illinois,17,2002,2002,45,12525556,0.4
,Illinois,17,2003,2003,19,12556006,Unreliable
,Illinois,17,2004,2004,35,12589773,0.3
,Illinois,17,2005,2005,46,12609903,0.4
,Illinois,17,2006,2006,62,12643955,0.5
,Illinois,17,2007,2007,58,12695866,0.5
,Illinois,17,2008,2008,99,12747038,0.8
,Illinois,17,2009,2009,110,12796778,0.9
,Illinois,17,2010,2010,141,12830632,1.1
,Illinois,17,2011,2011,162,12869257,1.3
,Illinois,17,2012,2012,257,12875255,2
,Illinois,17,2013,2013,557,12882135,4.3
,Illinois,17,2014,2014,684,12880580,5.3
,Illinois,17,2015,2015,817,12859995,6.4
,Illinois,17,2016,2016,1008,12801539,7.9
,Illinois,17,2017,2017,1159,12802023,9.1
,Illinois,17,2018,2018,1015,12741080,8
,Illinois,17,2019,2019,958,12671821,7.6
,Illinois,17,2020,2020,1040,12587530,8.3
,Indiana,18,1999,1999,Suppressed,6044972,Suppressed
,Indiana,18,2000,2000,Suppressed,6080485,Suppressed
,Indiana,18,2001,2001,Suppressed,6127760,Suppressed
,Indiana,18,2002,2002,0,6155967,Unreliable
,Indiana,18,2003,2003,Suppressed,6196638,Suppressed
,Indiana,18,2004,2004,Suppressed,6233007,Suppressed
,Indiana,18,2005,2005,Suppressed,6278616,Suppressed
,Indiana,18,2006,2006,Suppressed,6332669,Suppressed
,Indiana,18,2007,2007,Suppressed,6379599,Suppressed
,Indiana,18,2008,2008,34,6424806,0.5
,Indiana,18,2009,2009,53,6459325,0.8
,Indiana,18,2010,2010,50,6483802,0.8
,Indiana,18,2011,2011,65,6516922,1
,Indiana,18,2012,2012,105,6537334,1.6
,Indiana,18,2013,2013,149,6570902,2.3
,Indiana,18,2014,2014,158,6596855,2.4
,Indiana,18,2015,2015,219,6619680,3.3
,Indiana,18,2016,2016,277,6633053,4.2
,Indiana,18,2017,2017,317,6666818,4.8
,Indiana,18,2018,2018,302,6691878,4.5
,Indiana,18,2019,2019,297,6732219,4.4
,Indiana,18,2020,2020,204,6754953,3
,Iowa,19,1999,1999,Suppressed,2917637,Suppressed
,Iowa,19,2000,2000,Suppressed,2926324,Suppressed
,Iowa,19,2001,2001,Suppressed,2931997,Suppressed
,Iowa,19,2002,2002,Suppressed,2934234,Suppressed
,Iowa,19,2003,2003,Suppressed,2941999,Suppressed
,Iowa,19,2004,2004,Suppressed,2953635,Suppressed
,Iowa,19,2005,2005,Suppressed,2964454,Suppressed
,Iowa,19,2006,2006,Suppressed,2982644,Suppressed
,Iowa,19,2007,2007,Suppressed,2999212,Suppressed
,Iowa,19,2008,2008,10,3016734,Unreliable
,Iowa,19,2009,2009,Suppressed,3032870,Suppressed
,Iowa,19,2010,2010,Suppressed,3046355,Suppressed
,Iowa,19,2011,2011,13,3062309,Unreliable
,Iowa,19,2012,2012,13,3074186,Unreliable
,Iowa,19,2013,2013,30,3090416,1
,Iowa,19,2014,2014,37,3107126,1.2
,Iowa,19,2015,2015,44,3123899,1.4
,Iowa,19,2016,2016,47,3134693,1.5
,Iowa,19,2017,2017,60,3145711,1.9
,Iowa,19,2018,2018,34,3156145,1.1
,Iowa,19,2019,2019,42,3155070,1.3
,Iowa,19,2020,2020,54,3163561,1.7
,Kansas,20,1999,1999,Suppressed,2678340,Suppressed
,Kansas,20,2000,2000,Suppressed,2688418,Suppressed
,Kansas,20,2001,2001,Suppressed,2702162,Suppressed
,Kansas,20,2002,2002,0,2713535,Unreliable
,Kansas,20,2003,2003,Suppressed,2723004,Suppressed
,Kansas,20,2004,2004,Suppressed,2734373,Suppressed
,Kansas,20,2005,2005,Suppressed,2745299,Suppressed
,Kansas,20,2006,2006,Suppressed,2762931,Suppressed
,Kansas,20,2007,2007,Suppressed,2783785,Suppressed
,Kansas,20,2008,2008,Suppressed,2808076,Suppressed
,Kansas,20,2009,2009,11,2832704,Unreliable
,Kansas,20,2010,2010,Suppressed,2853118,Suppressed
,Kansas,20,2011,2011,Suppressed,2871238,Suppressed
,Kansas,20,2012,2012,15,2885905,Unreliable
,Kansas,20,2013,2013,12,2893957,Unreliable
,Kansas,20,2014,2014,19,2904021,Unreliable
,Kansas,20,2015,2015,21,2911641,0.7
,Kansas,20,2016,2016,32,2907289,1.1
,Kansas,20,2017,2017,23,2913123,0.8
,Kansas,20,2018,2018,32,2911505,1.1
,Kansas,20,2019,2019,41,2913314,1.4
,Kansas,20,2020,2020,36,2913805,1.2
,Kentucky,21,1999,1999,0,4018053,Unreliable
,Kentucky,21,2000,2000,Suppressed,4041769,Suppressed
,Kentucky,21,2001,2001,Suppressed,4068132,Suppressed
,Kentucky,21,2002,2002,Suppressed,4089875,Suppressed
,Kentucky,21,2003,2003,Suppressed,4117170,Suppressed
,Kentucky,21,2004,2004,0,4146101,Unreliable
,Kentucky,21,2005,2005,0,4182742,Unreliable
,Kentucky,21,2006,2006,Suppressed,4219239,Suppressed
,Kentucky,21,2007,2007,Suppressed,4256672,Suppressed
,Kentucky,21,2008,2008,Suppressed,4289878,Suppressed
,Kentucky,21,2009,2009,16,4317074,Unreliable
,Kentucky,21,2010,2010,34,4339367,0.8
,Kentucky,21,2011,2011,52,4369356,1.2
,Kentucky,21,2012,2012,138,4380415,3.2
,Kentucky,21,2013,2013,198,4395295,4.5
,Kentucky,21,2014,2014,219,4413457,5
,Kentucky,21,2015,2015,295,4425092,6.7
,Kentucky,21,2016,2016,301,4436974,6.8
,Kentucky,21,2017,2017,262,4454189,5.9
,Kentucky,21,2018,2018,134,4468402,3
,Kentucky,21,2019,2019,147,4467673,3.3
,Kentucky,21,2020,2020,114,4477251,2.5
,Louisiana,22,1999,1999,Suppressed,4460814,Suppressed
,Louisiana,22,2000,2000,0,4468976,Unreliable
,Louisiana,22,2001,2001,Suppressed,4477875,Suppressed
,Louisiana,22,2002,2002,0,4497267,Unreliable
,Louisiana,22,2003,2003,Suppressed,4521042,Suppressed
,Louisiana,22,2004,2004,Suppressed,4552238,Suppressed
,Louisiana,22,2005,2005,Suppressed,4576628,Suppressed
,Louisiana,22,2006,2006,12,4302665,Unreliable
,Louisiana,22,2007,2007,Suppressed,4375581,Suppressed
,Louisiana,22,2008,2008,14,4435586,Unreliable
,Louisiana,22,2009,2009,10,4491648,Unreliable
,Louisiana,22,2010,2010,12,4533372,Unreliable
,Louisiana,22,2011,2011,17,4574836,Unreliable
,Louisiana,22,2012,2012,49,4601893,1.1
,Louisiana,22,2013,2013,120,4625470,2.6
,Louisiana,22,2014,2014,106,4649676,2.3
,Louisiana,22,2015,2015,126,4670724,2.7
,Louisiana,22,2016,2016,146,4681666,3.1
,Louisiana,22,2017,2017,158,4684333,3.4
,Louisiana,22,2018,2018,166,4659978,3.6
,Louisiana,22,2019,2019,215,4648794,4.6
,Louisiana,22,2020,2020,261,4645318,5.6
,Maine,23,1999,1999,Suppressed,1266808,Suppressed
,Maine,23,2000,2000,Suppressed,1274923,Suppressed
,Maine,23,2001,2001,0,1285692,Unreliable
,Maine,23,2002,2002,Suppressed,1295960,Suppressed
